GHGRP ID,Landfill ID,Landfill Name,State,Landfill Alias,Physical Address,City,County,Zip Code,Latitude,Longitude,Composting?,Ownership Type,Landfill Owner Organization(s),Landfill Operator Organization,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,Does LF Recirculate Leachate,Leachate Recirc Frequency (Past 10 Yrs),Permitted as RD&D LF,LFG Generated (mmscfd),LFG Collection System In Place?,LFG Collected (mmscfd),LFG Collected Year,Percent Methane,Flares in Place?,Number of Flares,LFG Flared (mmscfd),LFG Flared Year,Gas Collection System Comments
1004128,10442,Cedar Grove Landfill,GA,Lamar County - Cedar Grove Regional MSWL,172 Roger Brown Drive,Barnesville,Lamar,30204,33.085973,-84.208563,No,Public,"Lamar County, GA","Lamar County, GA",1984,2062,Open,,37.1,,,"5,530,546","1,449,728",2018,"52,325",2018,Yes,Occasionally but not every year,No,0.508,No,,,,No,,,,2010-Passive venting only.
1007899,10400,"Chesser Island Road Landfill, Inc. MSWL",GA,,Highway 121 S. (SR 23) at Chesser Island Road,Folkston,Charlton,31537,30.7079,-82.0811,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1992,2069,Open,250,82,,200,"67,042,073","15,469,545",2018,"1,565,891",2018,No,Occasionally but not every year,No,2.81,Yes,1.278,2018,51,Yes,1,1.278,2018,"9/10-8 passive solar-spark flares mounted on wells and LCS cleanouts over 14 acres, installed in 2003."
1002340,2288,City of LaGrange Landfill,GA,LaGrange-I85/SR 109,2233 Greenville Road,LaGrange,Troup,30241,33.0463,-84.9532,No,Public,"City of LaGrange, GA","City of LaGrange, GA",1985,2026,Open,86,64.5,164,71,"10,170,221","2,918,206",2018,"103,012",2018,No,Occasionally but not every year,No,1.2,Yes,0.597,2012,42.6,Yes,,0.317,2012,"4/04-Flare started up 9/03.; 2012-69 wells, system capacity=1400 acfm, passive vents/flares too."
1003374,10409,City of Thomasville MSWLF,GA,Thomasville/Sunset Drive Phase 4 MSWL HE,"88 Landfill Road
off Sunset Drive",Thomasville,Thomas,31757,30.805802,-83.91265,No,Public,"City of Thomasville, GA",,1975,2085,Open,,164.2,,,"6,812,419","3,316,371",2017,"106,160",2018,No,Not used,No,1.51,Yes,0.666,2018,45.8,Yes,,0.666,2018,"9/10-Installing GCCS in 2010.; 3/11-Started flaring.; 2012-18 wells, system capacity=1200 acfm."
1007290,10445,City of Tifton / Omega / Eldorado Road LF,GA,Tifton-Omega/Eldorado Road PH 3 SL,445 Mitchell Store Road,Tifton,Tift,31794,31.357773,-83.536981,No,Public,"City of Tifton, GA",,1981,2030,Open,,62.8,,,"1,792,201","1,528,041",2018,"51,873",2018,Yes,Several times per year,No,0.635,No,,,,No,,,,
1003854,446,Clayton County SR 3 Lovejoy Landfill,GA,,11678 Hastings Bridge Road,Lovejoy,Clayton,30250,33.44,-84.307,No,Public,"Clayton County, GA","Clayton County, GA",1983,2089,Open,134,87.7,90,60,"3,406,177","2,617,101",2018,"21,470",2018,No,Not used,No,1.07,Yes,0.401,2018,43.6,Yes,,,,"3/10-Currently venting gas.; 7/11-GCCS/flare installed sometime prior to now.; 2010-69 wells, system capacity=1500 acfm."
1003863,10520,Columbus Pine Grove MSWLF,GA,,7160 Sacerdote Lane,Columbus,Muscogee,31907,32.4974,-84.865,No,Public,"Columbus Consolidated Government, GA","Columbus Consolidated Government, GA",1999,2065,Open,91.5,43.3,100,50,"48,956,389","1,483,713",2018,"69,947",2018,No,Several times per year,No,0.762,No,,,57,No,,,,"8/07-No GCCS, just monitoring."
1009669,10406,Crisp County Landfill,GA,Crisp County-US 41 S Sites 1 & 2 MSWL,3354 U.S. Highway 41 S,Cordele,Crisp,31015,31.866967,-83.749031,No,Public,"Crisp County, GA","Crisp County, GA",1975,2104,Open,,31.1,,,"8,556,515","8,556,515",2017,"72,901",2018,Yes,Several times per year,No,,No,,,,No,,,,8/08-Some wells and vents.
1003740,441,Deans Bridge Road MSWLF,GA,Richmond County-Deans Bridge Road LF (Phases 2C & III),4330 Deans Bridge Road,Blythe,Richmond,30805,33.35257,-82.14324,No,Public,City of Augusta-Richmond County,City of Augusta-Richmond County,1985,2151,Open,560,153.3,50,50,"38,226,218","8,634,032",2018,"454,312",2018,No,Not used,No,3.4,Yes,1.785076478,2018,49.9,Yes,1,0.829039717,2018,"6/03-Currently using all LFG for project.; 2012-159 wells, system capacity=4000 acfm."
1011663,20700,Decatur County Solid Waste Facility,GA,,104 Mine Loop Road,Attapulgus,Decatur,39815,30.71,-84.405,No,Public,"Decatur County Board of Commissioners, GA",,2006,2064,Open,,16.1,,,"4,737,860","1,175,320",2018,"83,232",2018,Yes,Occasionally but not every year,No,0.657,No,,,,No,,,,
1003887,450,Dougherty County Fleming/Gaissert Road LF,GA,,900 Gaissert Road,Albany,Dougherty,31705,31.532784,-84.028353,No,Public,"Dougherty County Solid Waste Department, GA","Dougherty County Solid Waste Department, GA",1983,2050,Open,,112.3,,50,"8,916,325","4,449,348",2018,"112,647",2018,No,Not used,No,1.52,Yes,0.811,2012,54.1,Yes,1,,,"2/07-GCCS installed May 2003: 82 vertical wells, 5 condensate pumps, and 1 utility flare.; 4/11-GCCS expansion complete.; 10/12-Total of 140 vertical wells & 1 horizontal well.; 2012-System capacity=2100 acfm."
1003710,10403,Eagle Point Landfill LLC,GA,,8880 Old Federal Road,Ball Ground,Forsyth,30107,34.325556,-84.240833,No,Private,Advanced Disposal Services,"Federal Road, LLC",2002,2026,Open,163,81.5,,,"33,782,096","16,826,028",2018,"1,347,410",2018,No,Not used,No,,Yes,9.381,2018,40.7,Yes,4,9.381,2018,"9/09-GCCS under construction, expected to be operational by 9/30/09.; 2012-54 wells, system capacity=3000 acfm."
1004667,20701,Fort Stewart Landfill,GA,,,Fort Stewart,Liberty,31314,31.887204,-81.643534,No,Public,United States Government,,1983,2040,Open,,61.8,,,"1,985,042","664,129",2018,"6,647",2018,No,Not used,No,0.383,No,,,,No,,,,
1003333,10407,Gordon County Redbone Ridges LF,GA,Gordon County LF,1224 Pleasant Hill Road Extension NE & Red Bone Ridge Road,Ranger,Gordon,30734,34.510557,-84.765811,No,Public,"Gordon County, GA","Santek Environmental, Inc.",1995,2050,Open,162.6,49,,,"16,506,747","3,706,646",2018,"603,672",2018,Yes,Occasionally but not every year,No,1.35,No,,,,No,,,,
1004256,1978,Grady Road Landfill,GA,Polk County Landfill #2,316 Grady Road,Rockmart,Polk,30153,33.9968,-85.167,No,Public,"Polk County Board of Commissioners, GA",Waste Industries,1994,2048,Open,,56,,,"18,442,581","6,957,842",2018,"570,257",2018,No,Not used,No,,Yes,1.205,2018,49.4,Yes,,1.205,2018,5/11-Began flaring in early 2011.
1011008,10441,Habersham County SR13 MSWL,GA,,4900 Dicks Hill Parkway,Mt. Airy,Habersham,30563,34.555381,-83.45889,No,Public,"Habersham County, GA",,1993,2063,Open,,,,,"930,358","639,831",2018,"27,014",2018,Yes,Several times per year,No,,No,,,,Unknown,,,,
1003972,10408,Hall County Candler Road MSWLF,GA,,1700 Oakbrook Drive Candler Road,Gainesville,Hall,30507,34.242574,-83.800764,No,Public,"Hall County, Public Works Department, GA","Hall County, Public Works Department, GA",1997,2039,Open,94.2,39.7,,,"3,977,682","1,559,044",2018,"126,342",2018,No,Not used,No,0.716,No,,,,No,,,,
,11500,Jefferson County CR-138 MSWL,GA,,1619 Mennonite Church Road,Louisville,Jefferson,30434,33.1018,-82.4164,No,Public,"Jefferson County, GA",,1999,,Open,,,,,,"89,919",2008,"14,640",2008,Unknown,Not used,No,,No,,,,No,,,,
1012422,10443,Laurens County - Old Macon Road MSWL,GA,,1645 Old Hawkinsville Road,Dublin,Laurens,31021,32.585913,-83.049101,Yes,Public,"Laurens County, GA","Laurens County, GA",1997,2110,Open,,,,,"3,711,403","1,180,454",2018,"568,901",2018,No,Not used,No,,No,,,,No,,,,
1011793,464,Macon Bibb Walker Road MSWL,GA,Macon-Walker Road Phase II,920 11th Street,Macon,Bibb,31201,32.8,-83.611,No,Public,"Macon-Bibb, GA","Macon-Bibb, GA",1971,2024,Open,,129,80,,,"4,359,271",2018,"29,437",2018,No,Not used,No,,Yes,2.016,,45,Yes,,1.096,,"5/05-88 gas collection wells.; 2016-91 wells, system capacity=800 acfm."
1003335,10380,Murray County Landfill,GA,Murray Co. - US 411 Westside Site 2 MSWL,6585 Highway 411 S,Chatsworth,Murray,30705,34.68076,-84.73063,No,Public,"Murray County, GA","Santek Environmental, Inc.",1988,2098,Open,,70.4,,,"11,648,456","1,552,740",2018,1,2018,Yes,Occasionally but not every year,No,0.825,No,,,,No,,,,
1006279,10444,Newton County Landfill,GA,Newton County - Lower River Road Site #2 HE MSWL,205 Lower River Road,Covington,Newton,30016,33.551581,-83.895508,No,Public,"Newton County, GA",,1987,2106,Open,,36.3,,,"1,913,815","1,861,689",2017,"52,614",2018,No,Not used,No,0.697,No,,,,No,,,,
1002477,2268,Oak Grove Landfill,GA,Speedway-SR 324 Site I,"967 Carl Bethlehem Road
3 mi SW of Winder, off SR 324",Winder,Barrow,30680,33.9659,-83.7728,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1978,2032,Open,253,,,120,"27,546,130","21,334,694",2018,"408,152",2018,No,Not used,No,,Yes,3.162,2017,49.4,Yes,1,0.057,2016,"1/10-102 vertical wells and 2 horizontal wells, replaced (2) 3,000 scfm flares with (1) 6,000 scfm flare.; 9/10-101 wells over 72 acres, 1 candlestick flare."
1002863,462,Old Dixie Highway MSW Landfill,GA,"Dalton-Whitfield RSWMA (Rocky Face - Westside, Phases I & II) and Phases V & VI; GA Permit Nos. 155-024D(SL) & 155-033D(SL)",4189 Old Dixie Highway S.E.,Dalton,Whitfield,30721,34.6516,-84.945,No,Public,"Dalton-Whitfield Regional Solid Waste Management Authority (DWRSWMA), GA","Dalton-Whitfield Regional Solid Waste Management Authority (DWRSWMA), GA",1980,2041,Open,,210.1,137,80,"12,981,809","5,996,402",2018,"246,275",2018,No,Not used,No,2.23,Yes,2.23,2012,48,Yes,,,,"7/08-60 wells.; 2012-63 wells, system capacity=1500 acfm."
1006328,2303,Pine Bluff Landfill,GA,,13809 East Cherokee Drive,Ball Ground,Cherokee,30107,34.273,-84.387,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1990,2065,Open,,134.3,,,"81,571,211","22,111,178",2018,"1,247,235",2018,No,Several times per year,No,7.53,Yes,4.076,2018,48.3,Yes,3,4.076,2018,"2012-134 wells, system capacity=8750 scfm."
1002478,2266,Pine Ridge Landfill,GA,Pine Ridge Recycling,105 Bailey Jester Road,Griffin,Butts,30223,33.240017,-84.118684,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1997,2043,Open,,148,,,"37,266,389","21,703,133",2018,"919,945",2018,No,Not used,No,10.8,Yes,4.745,2017,48.1,Yes,,,,"2012-76 wells, system capacity=6000 acfm."
1007798,10180,R & B (Banks) Landfill,GA,Chambers R & B Landfill,610 Bennett Road,Homer,Banks,30547,34.35184,-83.42719,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1988,2052,Open,,110.6,,,"34,472,200","15,566,949",2018,"1,376,986",2018,No,At least once per year,No,5.63,Yes,2.064,2018,45.3,Yes,3,2.064,2018,"8/06-GCCS installed in 2001 voluntarily, had one flare initially, installed second flare in July 2003.; 2012-118 wells, system capacity=5450 scfm."
1004487,454,Richland Creek Road Landfill,GA,UWL Inc-Richland Creek Road,5691 South Richland Creek Road,Buford,Gwinnett,30518,34.127,-84.0353,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1989,2031,Open,,173,75,,"23,232,703","18,159,418",2018,"812,370",2018,No,Not used,No,8.11,Yes,4.817,2017,49.9,Yes,1,,,"2012-144 wells, system capacity=9600 acfm.; 7/16-One closed flare and a back-up open flare."
1005314,10402,Savannah-Dean Forest Road SL,GA,,1327 Dean Forest Road,Savannah,Chatham,31405,32.078,-81.22,No,Public,"City of Savannah, GA",,1984,2021,Open,,101,,,,"4,177,441",2018,"88,446",2018,No,Not used,No,1.83,No,,,,No,,,,
1005638,448,Seminole Road MSW Landfill,GA,DeKalb County-Seminole Road MSW Landfill,4203 Clevemont Road,Ellenwood,DeKalb,30294,33.6552,-84.2525,Yes,Public,"DeKalb County Sanitation, GA","DeKalb County Sanitation, GA",1977,2110,Open,348,175,91,56,"53,773,364","13,554,600",2018,"467,162",2018,No,Not used,No,5.07,Yes,3.168,2013,49.5,Yes,1,0.792,2013,"2/04-Adding wells.; 2/07-80 vert. wells & 1 J-1650 candlestick flare, began flaring in July Ô00.; 8/12-Ultra-low-NOx flare in 2013 (1st in U.S.), 131 vert. wells.; 2012-157 wells, system cap.=2100 acfm.; 9/13-148 vert. wells.; 1/14-Adding 20 more wells."
1003983,457,SR247 MSW Landfill,GA,"SR 247 Klondike, Houston County LF",2080 GA Hwy 247,Kathleen,Houston,31047,32.399561,-83.55573,No,Public,"Houston County Board of Commissioners, GA","Houston County Board of Commissioners, GA",1987,2227,Open,200,120.6,60,,"21,780,180","3,500,146",2018,"114,865",2018,Yes,Several times per year,No,2.254,Yes,1.5,,54.3,Yes,,,,"2012-112 wells, system capacity=1500 acfm."
1003569,444,Superior Landfill & Recycling Center,GA,Little Neck Road Phases I & II,3001 Little Neck Road,Savannah,Chatham,31419,32.025,-81.28,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1991,2031,Open,,114,80,54,"19,348,663","9,886,503",2018,"577,953",2018,Yes,Occasionally but not every year,No,,Yes,2.797,2017,52.6,Yes,2,0,2018,"6/04-Open flare and passive flares.; 9/10-103 wells over 95 acres, system installed in 1995, 2 open flares.; 2012-130 wells, system capacity=5900 acfm, passive vents/flares too."
,10446,"Toombs County-S1898, PH 3 MSWLF",GA,,2974 Lyons Center Road,Lyons,Toombs,30436,32.146467,-82.388566,No,Public,"Toombs County, GA",,,,Open,,,,,,,,"55,158",2006,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
1010392,20699,Turkey Run Landfill,GA,,7144 Lone Oak Road,Hogansville,Meriwether,30230,33.163696,-84.848925,No,Private,"Waste Management, Inc.",,2010,2068,Open,,35.4,,,"28,845,477","3,624,185",2018,"603,599",2018,No,Several times per year,No,,Yes,1.263,2018,51.2,Yes,1,1.263,2018,2014-Passive vents or flares.
,10440,Union Hill Church Road MSWLF,GA,Union Hill Landfill; Baldwin County LF,154 Union Hill Church Road S.W.,Gordon,Gordon,31031,32.954,-83.329,No,Public,"Baldwin County, GA",,,2066,Open,,,,,,,,"20,112",2006,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
1006025,1986,Walker Mountain Landfill,GA,"Floyd County LF; Rome Walker Mountain Road, Site 2",433 Walker Mountain Road,Rome,Floyd,30161,34.19,-85.214799,No,Public,"Floyd County, GA; Rome City",Rome City,1998,2035,Open,,36.1,,,"3,364,575","1,880,715",2017,"103,407",2018,No,Not used,No,0.902,No,,,,No,,,,
1007124,461,"WI Taylor County Disposal, LLC",GA,Southern States Landfill; Veolia ES Taylor County Landfill,33 Stewart Road,Mauk,Taylor,31058,32.462263,-84.371526,No,Private,Waste Industries,,1989,2077,Open,,142,120,,"51,117,057","16,760,820",2018,"458,388",2018,Yes,Several times per year,No,8.93,Yes,4.608,2012,51.4,Yes,1,0,,"9/10-86 vertical wells, system installed in 1999, 1 candlestick flare.; 2012-126 wells, system capacity=4500 acfm."
1003711,10404,"Wolf Creek Landfill, LLC",GA,,"911 Landfill Road
off Hwy 80 (Jeffersonville Road)",Dry Branch,Twiggs,31020,32.770535,-83.437873,No,Private,Advanced Disposal Services,Advanced Disposal Services,1992,2029,Open,88,48.3,,,"13,122,931","5,772,594",2018,"524,417",2018,No,Not used,No,2.72,Yes,2.154,2017,52.3,Yes,1,,,"4/12-24 gas wells, flare's rated capacity = 2,000 scfm.; 2012-21 wells."
1011026,20757,Layon Municipal Solid Waste Landfill,GU,,1130 Chalan Layon,Inarajan,,96915,13.429707,144.649457,No,Public,Guam Solid Waste Authority,"Green Group Holdings, LLC",2011,2081,Open,,22,,,"10,435,535","691,158",2018,"98,266",2018,No,Not used,No,,No,,,,No,,,,2016-Passive vents/flares.
1005313,2079,Central Maui Landfill,HI,,1 Pulehu Road,Puunene,Maui,96784,20.86,-156.419,Yes,Public,"Maui County, HI","Maui County, HI",1987,2039,Open,,72,,,"7,608,132","5,412,118",2018,"176,400",2018,Yes,Several times per year,No,,Yes,1.133,2018,52,Yes,1,1.133,2018,"2012-61 wells, system capacity=2045 acfm."
,2080,Hana Landfill,HI,,Waikaloa Street,Hana,Maui,96713,20.76778,-155.98859,No,Public,"Maui County, HI","Maui County, HI",1969,2079,Open,,34,,35,"300,000","124,500",2008,,,Unknown,Not used,No,,No,,,,No,,,,
,2088,Kaneohe Marine Corps Air Station Landfill,HI,,MCBH Kaneohe Bay,Kaneohe Bay,Honolulu,96863,21.448,-157.731,No,Public,United States Marine Corps,United States Marine Corps,1978,2024,Open,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,
1000216,2081,Kekaha Landfill/Phases I & II,HI,,6900-D Kaumualii Highway,Kekaha,Kauai,96752,22.03452,-159.73029,No,Public,"County of Kauai, HI","Waste Management, Inc.",1953,2021,Open,71.4,38,120,92,"2,868,561","2,759,422",2018,"93,251",2018,No,Not used,No,0.728,Yes,0.629,2018,42.9,Yes,1,0.629,2018,
,2083,Lanai Landfill,HI,,"Kaumalapau Highway (Hwy 440)
4 mi W of Lanai City",Lanai City,Maui,96763,20.794,-156.967,No,Public,"Maui County, HI","Maui County, HI",1969,2020,Open,,20,,65,"350,000","182,910",2008,"4,000",2008,Unknown,Not used,No,,No,,,,No,,,,
,2084,Naiwa Landfill,HI,Molokai Integrated Solid Waste Management Facility,Maunaloa Highway,Kaunakakai,Maui,96748,21.118,-157.062,No,Public,"Maui County, HI","Maui County, HI",1993,,Open,,,,50,"121,000","90,800",2008,"6,570",2008,Unknown,Not used,No,,No,,,,No,,,,
1012851,2087,South Hilo Sanitary Landfill (SHSL),HI,East Hawaii Landfill,"Leilani Street
1645 Ho'olaulima Road",Hilo,Hawaii,96720,19.698,-155.044,Yes,Public,"Hawaii County, HI","Hawaii County, HI",1969,2020,Open,,40,,,"3,978,101","3,133,012",2018,"76,567",2018,No,Not used,No,,No,,,,No,,,,
1007708,2089,Waimanalo Gulch Landfill & Ash Monofill,HI,,92-460 Farrington Highway,Kapolei,Honolulu,96707,21.344,-158.11279,No,Public,"City and County of Honolulu, HI","Waste Management, Inc.",1989,2038,Open,,115.8,,100,"21,826,964","12,161,011",2018,"251,501",2018,No,Not used,No,2.01,Yes,1.027,2018,47.2,Yes,1,1.027,2018,"2012-37 wells, system capacity=1000 scfm."
1006173,2090,West Hawaii Landfill/Puuanahulu,HI,WHSL,71-1111 Queen Kaahumanu Highway,Waikoloa,Hawaii,96738,19.889013,-155.880297,No,Public,"Hawaii County, HI","Waste Management, Inc.",1993,2054,Open,150,58.2,,,"9,129,661","2,651,566",2018,"163,540",2018,Yes,Several times per year,No,0.539,Yes,0.38,2018,41.7,Yes,1,0.38,2018,11/13-GCCS started up this month.
,21155,Benton County Sanitary Landfill,IA,,7904 20th Avenue,Blairstown,Benton,52209,41.875716,-92.096757,No,Public,"Benton County, IA",,,,Open,,,,,"992,250",,,"11,566",2015,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
1000287,614,Black Hawk County SLF (Area E),IA,,1509 East Washburn Road,Waterloo,Black Hawk,50701,42.414,-92.32758,No,Public,"Black Hawk County SWM Commission, IA","Waste Tech, Inc.",1975,2054,Open,160,135.4,30,,"9,118,438","5,772,297",2017,"192,923",2018,No,Not used,No,1.67,No,,,,No,,,,1/05-Passive vents only.
1011956,615,Boone County Landfill,IA,,1268 224th Lane,Boone,Boone,50036,42.02985,-93.9194,Yes,Public,"Boone County, IA","Boone County, IA",1970,2038,Open,53.7,,55,,"2,733,098","1,911,803",2018,"90,358",2018,No,Not used,No,,No,,,,No,,,,
1006036,11701,Carroll County Sanitary Landfill,IA,,19111 Kittyhawk Avenue,Carroll,Carroll,51401,42.07127,-94.90601,No,Public,Carroll County Solid Waste Management Commission,Carroll County Solid Waste Management Commission,1973,2034,Open,40,,,,"2,506,144","1,329,721",2018,"76,655",2018,Yes,Not used,No,0.416,No,,,,No,,,,
,21156,Cass County Sanitary Landfill,IA,,65928 Jackson Road,Atlantic,Cass,50022,41.37859,-94.92788,No,Public,"Cass County, IA",,,,Open,,,,,"719,777",,,"8,720",2015,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
1001949,631,Cedar Rapids Linn County Solid Waste Landfill #2,IA,Bluestem Landfill Site #2,1954 County Home Road,Marion,Linn,52302,42.09371,-91.55547,Yes,Public,Cedar Rapids-Linn County Solid Waste Agency,Cedar Rapids-Linn County Solid Waste Agency,1972,2041,Open,75,62.4,35,,"7,467,048","3,641,851",2018,"199,046",2018,No,Not used,No,1.12,Yes,0.499,2018,52.9,Yes,,,,"2010-26 wells, system capacity=2000 scfm.; 8/12-GCCS consists of 22 vertical wells and 7 horizontal wells."
1007673,623,Central Disposal Landfill,IA,Winnebago County SLF,21265 - 430th Street,Lake Mills,Winnebago,50450,43.382,-93.572,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1972,2153,Open,,87.2,30,,"39,432,384","5,940,735",2018,"105,331",2018,No,Not used,No,3.39,Yes,2.6,,55.8,Yes,1,0,,"2012-68 wells, system capacity=3800 acfm."
,11662,Cherokee County Sanitary Landfill,IA,,1805 Linden Street,Cherokee,Cherokee,51012,42.734733,-95.524642,No,Unknown,,,,2147,Open,,,,,,,,"26,777",2008,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
1003605,633,City of Muscatine LF,IA,Muscatine County SLF,3700 U.S. Highway 61 N,Blue Grass,Muscatine,52726,41.5173,-90.843,No,Public,Muscatine County Solid Waste Management Agency,Muscatine County Solid Waste Management Agency,1976,2032,Open,,58.7,,,"2,677,419","2,135,916",2018,"45,663",2018,No,Not used,No,0.526,No,,,,No,,,,2012-Passive vents/flares only.
